,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Annees,mois,trimestre,Marge_relative,Taux_profit_estime,Quantity,Ratio_Qte_Sales,délais livraison
640,641,CA-2017-147067,2017-12-18,2017-12-22,standard class,JD-16150,justin deggeller,corporate,united states,minneapolis,minnesota,55407,central,FUR-FU-10000732,furniture,furnishings,eldon 200 class desk accessories,18.84,2017,12,4,0.15625,1.037277263705787e-05,1,0.05307855626326964,4 days
641,642,CA-2018-167913,2018-07-30,2018-08-03,second class,JL-15835,john lee,consumer,united states,mission viejo,california,92691,west,OFF-ST-10000585,office supplies,storage,economy rollaway files,330.4,2018,7,3,0.10526315789473682,0.00018190892140572827,1,0.0030266343825665863,4 days
642,643,CA-2018-167913,2018-07-30,2018-08-03,second class,JL-15835,john lee,consumer,united states,mission viejo,california,92691,west,OFF-LA-10002787,office supplies,labels,avery 480,26.25,2018,7,3,0.29411764705882354,1.4452509645582224e-05,1,0.0380952380952381,4 days
643,644,CA-2018-106103,2018-06-10,2018-06-15,standard class,SC-20305,sean christensen,consumer,united states,rochester hills,michigan,48307,central,TEC-AC-10003832,technology,accessories,imation 16gb mini traveldrive usb 2.0 flash drive,132.52,2018,6,2,0.011828176193769305,7.29617744088593e-05,1,0.007546030787805614,5 days
644,645,US-2018-127719,2018-07-21,2018-07-25,standard class,TW-21025,tamara willingham,home office,united states,plainfield,new jersey,7060,east,OFF-PA-10001934,office supplies,paper,xerox 1993,6.48,2018,7,3,0.04385964912280702,3.5677052382237267e-06,1,0.15432098765432098,4 days
646,647,CA-2017-103947,2017-04-01,2017-04-08,standard class,BB-10990,barry blumstein,corporate,united states,sierra vista,arizona,85635,west,OFF-FA-10003112,office supplies,fasteners,staples,31.56,2017,4,2,0.21505376344086022,1.737604588246e-05,1,0.031685678073510776,7 days
647,648,CA-2017-103947,2017-04-01,2017-04-08,standard class,BB-10990,barry blumstein,corporate,united states,sierra vista,arizona,85635,west,OFF-AP-10002350,office supplies,appliances,belkin f9h710-06 7 outlet surgemaster surge protector,30.144,2017,4,2,0.058394160583941604,1.6596436219292593e-05,1,0.033174097664543524,7 days
648,649,CA-2017-160745,2017-12-11,2017-12-16,second class,AR-10825,anthony rawles,corporate,united states,vancouver,washington,98661,west,FUR-FU-10001935,furniture,furnishings,3m hangers with command adhesive,14.8,2017,12,4,0.13698630136986303,8.148462581128264e-06,1,0.06756756756756756,5 days
649,650,CA-2017-160745,2017-12-11,2017-12-16,second class,AR-10825,anthony rawles,corporate,united states,vancouver,washington,98661,west,TEC-PH-10003273,technology,phones,at&t tr1909w,302.376,2017,12,4,0.17391304347826086,0.00016647969739400268,1,0.003307140778368654,5 days
650,651,CA-2017-160745,2017-12-11,2017-12-16,second class,AR-10825,anthony rawles,corporate,united states,vancouver,washington,98661,west,TEC-AC-10001142,technology,accessories,first data fd10 pin pad,316.0,2017,12,4,0.18348623853211007,0.0001739806875430089,1,0.0031645569620253164,5 days
652,653,CA-2018-140844,2018-06-19,2018-06-23,standard class,AR-10405,allen rosenblatt,corporate,united states,new york city,new york,10035,east,OFF-PA-10003892,office supplies,paper,xerox 1943,97.82,2018,6,2,0.13157894736842105,5.385693308688964e-05,1,0.010222858311183807,4 days
653,654,CA-2018-140844,2018-06-19,2018-06-23,standard class,AR-10405,allen rosenblatt,corporate,united states,new york city,new york,10035,east,TEC-AC-10001101,technology,accessories,sony 16gb class 10 micro sdhc r40 memory card,103.12,2018,6,2,0.5405405405405406,5.67749636058072e-05,1,0.009697439875872769,4 days
654,655,CA-2017-137239,2017-08-22,2017-08-28,standard class,CR-12730,craig reiter,consumer,united states,columbus,ohio,43229,east,OFF-AP-10002439,office supplies,appliances,tripp lite isotel 8 ultra 8 outlet metal surge,113.552,2017,8,3,0.13793103448275862,6.251852858191058e-05,1,0.008806537973791743,6 days
655,656,CA-2017-137239,2017-08-22,2017-08-28,standard class,CR-12730,craig reiter,consumer,united states,columbus,ohio,43229,east,OFF-BI-10002827,office supplies,binders,avery durable poly binders,3.318,2017,8,3,0.04,1.8267972192015932e-06,1,0.3013863773357444,6 days
656,657,CA-2017-137239,2017-08-22,2017-08-28,standard class,CR-12730,craig reiter,consumer,united states,columbus,ohio,43229,east,OFF-EN-10002230,office supplies,envelopes,airmail envelopes,134.288,2017,8,3,0.09876543209876543,7.393518534422651e-05,1,0.007446681758608364,6 days
658,659,US-2017-156097,2017-09-19,2017-09-19,same day,EH-14125,eugene hildebrand,home office,united states,aurora,illinois,60505,central,OFF-BI-10004654,office supplies,binders,avery binding system hidden tab executive style index sets,2.308,2017,9,3,0.010756246126027038,1.2707197052191913e-06,1,0.43327556325823224,0 days
665,666,CA-2018-132682,2018-06-08,2018-06-10,second class,TH-21235,tiffany house,corporate,united states,dallas,texas,75081,central,OFF-SU-10004231,office supplies,supplies,acme tagit stainless steel antibacterial scissors,23.76,2018,6,2,0.12121212121212123,1.3081585873486998e-05,1,0.04208754208754208,2 days
666,667,CA-2018-132682,2018-06-08,2018-06-10,second class,TH-21235,tiffany house,corporate,united states,dallas,texas,75081,central,OFF-PA-10000474,office supplies,paper,easy-staple paper,85.056,2018,6,2,0.08333333333333334,4.682943468246254e-05,1,0.011756960120391272,2 days
667,668,CA-2018-132682,2018-06-08,2018-06-10,second class,TH-21235,tiffany house,corporate,united states,dallas,texas,75081,central,TEC-PH-10004042,technology,phones,clearone communications chat 70 oc speaker phone,381.576,2018,6,2,0.22641509433962265,0.00021008498363895938,1,0.002620709897897142,2 days
669,670,US-2018-106663,2018-06-09,2018-06-13,standard class,MO-17800,meg o'connel,home office,united states,chicago,illinois,60653,central,FUR-FU-10002759,furniture,furnishings,12-1/2 diameter round wall clock,23.976,2018,6,2,0.043478260869565216,1.3200509381427787e-05,1,0.04170837504170838,4 days
672,673,CA-2018-111178,2018-06-15,2018-06-22,standard class,TD-20995,tamara dahlen,consumer,united states,quincy,illinois,62301,central,OFF-AR-10001954,office supplies,art,newell 331,19.56,2018,6,2,0.2597402597402597,1.076918433019384e-05,1,0.05112474437627812,7 days
673,674,CA-2018-130351,2018-12-05,2018-12-08,first class,RB-19570,rob beeghly,consumer,united states,columbus,indiana,47201,central,OFF-AP-10004532,office supplies,appliances,kensington 6 outlet guardian standard surge protector,61.44,2018,12,4,0.15,3.382713114760274e-05,1,0.016276041666666668,3 days
675,676,CA-2018-130351,2018-12-05,2018-12-08,first class,RB-19570,rob beeghly,consumer,united states,columbus,indiana,47201,central,TEC-AC-10003832,technology,accessories,imation 16gb mini traveldrive usb 2.0 flash drive,99.39,2018,12,4,0.008871132145326978,5.472133080664447e-05,1,0.010061374383740818,3 days
676,677,US-2018-119438,2018-03-18,2018-03-23,standard class,CD-11980,carol darley,consumer,united states,tyler,texas,75701,central,OFF-AP-10000804,office supplies,appliances,hoover portapower portable vacuum,2.688,2018,3,1,0.04347826086956522,1.47993698770762e-06,1,0.3720238095238095,5 days
679,680,US-2018-119438,2018-03-18,2018-03-23,standard class,CD-11980,carol darley,consumer,united states,tyler,texas,75701,central,OFF-BI-10004632,office supplies,binders,ibico hi-tech manual binding system,182.994,2018,3,1,0.033057704928812506,0.00010075133524128281,1,0.005464660043498694,5 days
680,681,CA-2017-164511,2017-11-19,2017-11-24,standard class,DJ-13630,doug jacobs,consumer,united states,new york city,new york,10024,east,OFF-BI-10003305,office supplies,binders,avery hanging file binders,14.352,2017,11,4,0.13559322033898305,7.901806416510328e-06,1,0.06967670011148272,5 days
681,682,CA-2017-164511,2017-11-19,2017-11-24,standard class,DJ-13630,doug jacobs,consumer,united states,new york city,new york,10024,east,OFF-ST-10002583,office supplies,storage,fellowes neat ideas storage cubes,64.96,2017,11,4,0.13513513513513514,3.576514386960081e-05,1,0.015394088669950741,5 days
682,683,CA-2017-164511,2017-11-19,2017-11-24,standard class,DJ-13630,doug jacobs,consumer,united states,new york city,new york,10024,east,OFF-ST-10004507,office supplies,storage,advantus rolling storage box,68.6,2017,11,4,0.15999999999999998,3.7769225207121544e-05,1,0.01457725947521866,5 days
685,686,CA-2015-157784,2015-07-05,2015-07-08,first class,MC-17845,michael chen,consumer,united states,jackson,mississippi,39212,south,TEC-AC-10003911,technology,accessories,netgear ac1750 dual band gigabit smart wifi router,479.97,2015,7,3,0.18292682926829268,0.00026425794493676577,1,0.002083463549805196,3 days
686,687,CA-2015-157784,2015-07-05,2015-07-08,first class,MC-17845,michael chen,consumer,united states,jackson,mississippi,39212,south,OFF-LA-10001934,office supplies,labels,avery 516,14.62,2015,7,3,0.13333333333333333,8.049359657844272e-06,1,0.06839945280437756,3 days
687,688,CA-2015-157784,2015-07-05,2015-07-08,first class,MC-17845,michael chen,consumer,united states,jackson,mississippi,39212,south,OFF-PA-10000304,office supplies,paper,xerox 1995,19.44,2015,7,3,0.20270270270270271,1.070311571467118e-05,1,0.05144032921810699,3 days
689,690,US-2015-117135,2015-06-21,2015-06-23,second class,NP-18325,naresj patel,consumer,united states,waynesboro,virginia,22980,south,FUR-FU-10004071,furniture,furnishings,luxo professional magnifying clamp-on fluorescent lamps,104.01,2015,6,2,0.0819672131147541,5.726497250426694e-05,1,0.009614460148062685,2 days
690,691,US-2015-117135,2015-06-21,2015-06-23,second class,NP-18325,naresj patel,consumer,united states,waynesboro,virginia,22980,south,TEC-PH-10002033,technology,phones,konftel 250 conference phone - charcoal black,284.82,2015,6,2,0.1282051282051282,0.0001568138589430373,1,0.0035109893968120216,2 days
691,692,US-2015-117135,2015-06-21,2015-06-23,second class,NP-18325,naresj patel,consumer,united states,waynesboro,virginia,22980,south,OFF-ST-10002444,office supplies,storage,recycled eldon regeneration jumbo file,36.84,2015,6,2,0.15625000000000003,2.0283064965457112e-05,1,0.027144408251900107,2 days
692,693,CA-2016-131534,2016-03-28,2016-04-02,standard class,AB-10165,alan barnes,consumer,united states,los angeles,california,90036,west,TEC-AC-10002253,technology,accessories,imation bio 8gb usb flash drive imation corp,166.24,2016,3,1,0.0625,9.15270553707272e-05,1,0.006015399422521655,5 days
693,694,CA-2016-131534,2016-03-28,2016-04-02,standard class,AB-10165,alan barnes,consumer,united states,los angeles,california,90036,west,OFF-PA-10000743,office supplies,paper,xerox 1977,33.4,2016,3,1,0.28409090909090906,1.838909798714081e-05,1,0.029940119760479042,5 days
695,696,CA-2016-119291,2016-05-14,2016-05-17,first class,JO-15550,jesus ocampo,home office,united states,chester,pennsylvania,19013,east,OFF-LA-10002312,office supplies,labels,avery 490,47.36,2016,5,2,0.26666666666666666,2.6075080259610444e-05,1,0.021114864864864864,3 days
696,697,CA-2016-119291,2016-05-14,2016-05-17,first class,JO-15550,jesus ocampo,home office,united states,chester,pennsylvania,19013,east,OFF-EN-10000927,office supplies,envelopes,jet-pak recycled peel 'n' seal padded mailers,200.984,2016,5,2,0.36363636363636365,0.00011065612185172183,1,0.004975520439437965,3 days
699,700,CA-2016-119291,2016-05-14,2016-05-17,first class,JO-15550,jesus ocampo,home office,united states,chester,pennsylvania,19013,east,OFF-BI-10001575,office supplies,binders,gbc linen binding covers,18.588,2016,5,2,0.08955223880597016,1.0234028544460282e-05,1,0.053798149343662574,3 days
700,701,CA-2016-119291,2016-05-14,2016-05-17,first class,JO-15550,jesus ocampo,home office,united states,chester,pennsylvania,19013,east,OFF-BI-10001982,office supplies,binders,wilson jones custom binder spines & labels,4.896,2016,5,2,0.11842105263157894,2.695599513324593e-06,1,0.2042483660130719,3 days
703,704,CA-2016-142027,2016-04-09,2016-04-14,standard class,JK-15370,jay kimmel,consumer,united states,long beach,california,90805,west,FUR-TA-10002774,furniture,tables,laminate occasional tables,369.912,2016,4,2,0.1764705882352941,0.00020366311421015664,1,0.002703345660589546,5 days
704,705,CA-2015-138527,2015-09-12,2015-09-17,standard class,BN-11470,brad norvell,corporate,united states,cary,north carolina,27511,south,OFF-PA-10001800,office supplies,paper,xerox 220,10.368,2015,9,3,0.07142857142857142,5.708328381157963e-06,1,0.09645061728395062,5 days
705,706,CA-2015-138527,2015-09-12,2015-09-17,standard class,BN-11470,brad norvell,corporate,united states,cary,north carolina,27511,south,OFF-AP-10001469,office supplies,appliances,fellowes 8 outlet superior workstation surge protector,166.84,2015,9,3,0.21978021978021978,9.185739844834051e-05,1,0.005993766482857828,5 days
706,707,CA-2015-138527,2015-09-12,2015-09-17,standard class,BN-11470,brad norvell,corporate,united states,cary,north carolina,27511,south,TEC-AC-10002399,technology,accessories,sandisk cruzer 32 gb usb flash drive,15.216,2015,9,3,0.042105263157894736,8.37750044827349e-06,1,0.06572029442691904,5 days
707,708,CA-2015-112158,2015-12-02,2015-12-04,first class,DP-13165,david philippe,consumer,united states,new york city,new york,10035,east,TEC-AC-10003628,technology,accessories,logitech 910-002974 m325 wireless mouse for web scrolling,119.96,2015,12,4,0.0851063829787234,6.604659265082071e-05,1,0.008336112037345782,2 days
712,713,US-2018-100048,2018-05-19,2018-05-24,standard class,RS-19765,roland schwarz,corporate,united states,mount vernon,new york,10550,east,OFF-AP-10001154,office supplies,appliances,bionaire personal warm mist humidifier/vaporizer,281.34,2018,5,2,0.5454545454545454,0.0001548978690928801,1,0.003554418141750196,5 days
713,714,US-2018-100048,2018-05-19,2018-05-24,standard class,RS-19765,roland schwarz,corporate,united states,mount vernon,new york,10550,east,TEC-PH-10003012,technology,phones,nortel meridian m3904 professional digital phone,307.98,2018,5,2,0.06944444444444445,0.00016956510173891102,1,0.00324696408857718,5 days
714,715,US-2018-100048,2018-05-19,2018-05-24,standard class,RS-19765,roland schwarz,corporate,united states,mount vernon,new york,10550,east,TEC-AC-10001606,technology,accessories,logitech wireless performance mouse mx for pc and mac,299.97,2018,5,2,0.16666666666666669,0.00016515502165277335,1,0.0033336667000033334,5 days
715,716,CA-2015-153150,2015-07-01,2015-07-06,second class,Dl-13600,dorris liebe,corporate,united states,seattle,washington,98105,west,OFF-BI-10003355,office supplies,binders,cardinal holdit business card pockets,19.92,2015,7,3,0.2272727272727273,1.0967390176761826e-05,1,0.0502008032128514,5 days
718,719,CA-2015-104472,2015-06-02,2015-06-07,standard class,CK-12325,christine kargatis,home office,united states,orem,utah,84057,west,OFF-BI-10001658,office supplies,binders,gbc standard therm-a-bind covers,59.808,2015,6,2,0.1348314606741573,3.292859797649454e-05,1,0.01672017121455324,5 days
719,720,CA-2015-104472,2015-06-02,2015-06-07,standard class,CK-12325,christine kargatis,home office,united states,orem,utah,84057,west,FUR-FU-10000246,furniture,furnishings,aluminum document frame,73.32,2015,6,2,0.3,4.0367924084346236e-05,1,0.01363884342607747,5 days
720,721,CA-2017-112942,2017-02-13,2017-02-18,standard class,RD-19810,ross devincentis,home office,united states,los angeles,california,90045,west,OFF-PA-10004092,office supplies,paper,tops green bar computer printout paper,146.82,2017,2,1,0.42857142857142855,8.083495109197646e-05,1,0.006811061163329247,5 days
724,725,CA-2017-114713,2017-07-07,2017-07-12,standard class,SC-20695,steve chapman,corporate,united states,hialeah,florida,33012,south,OFF-SU-10004664,office supplies,supplies,acme softgrip scissors,45.584,2017,7,3,0.27450980392156865,2.5097264749875056e-05,1,0.021937521937521937,5 days
726,727,CA-2018-144113,2018-09-16,2018-09-20,standard class,JF-15355,jay fein,consumer,united states,austin,texas,78745,central,TEC-PH-10002170,technology,phones,clearsounds csc500 amplified spirit phone corded phone,55.992,2018,9,3,0.05,3.08276160028739e-05,1,0.01785969424203458,4 days
727,728,US-2017-150861,2017-12-03,2017-12-06,first class,EG-13900,emily grady,consumer,united states,oceanside,new york,11572,east,OFF-PA-10001954,office supplies,paper,xerox 1964,182.72,2017,12,4,0.25316455696202533,0.00010060047856917273,1,0.005472854640980736,3 days
